Name,Class,Position,Height,Hometown,High School,team_id,team_name,conference_id,conference_name,school_url,school_athletic_url,state,division,year,team_short,conference_short,Number
Leilani Vitale,Sr.,OH,6-1,"Kaneohe, HI",Sierra Vista,678,Stetson University,920.0,Atlantic Sun Conference,www.stetson.edu/,www.gohatters.com,FL,D-I,2024-25,Stetson,ASUN,23
Zuzanna Rut,Fr.,MB,6-0,,,678,Stetson University,920.0,Atlantic Sun Conference,www.stetson.edu/,www.gohatters.com,FL,D-I,2024-25,Stetson,ASUN,4
Jenna Simmons,Fr.,OH,5-11,"Port St Lucie, FL",Jensen Beach,678,Stetson University,920.0,Atlantic Sun Conference,www.stetson.edu/,www.gohatters.com,FL,D-I,2024-25,Stetson,ASUN,14
Jocelyn Aguirre,Fr.,DS,5-4,"Deland, FL",T. Dewitt Taylor,678,Stetson University,920.0,Atlantic Sun Conference,www.stetson.edu/,www.gohatters.com,FL,D-I,2024-25,Stetson,ASUN,3
Anabelle Standish,Sr.,OH,5-10,"Palm Beach Gardens, FL",Palm Beach Gardens,678,Stetson University,920.0,Atlantic Sun Conference,www.stetson.edu/,www.gohatters.com,FL,D-I,2024-25,Stetson,ASUN,2
Kahleah John,Fr.,MB,5-8,"Lauderhill, FL",West Broward,678,Stetson University,920.0,Atlantic Sun Conference,www.stetson.edu/,www.gohatters.com,FL,D-I,2024-25,Stetson,ASUN,6
Lauren Della,Sr.,OH,5-11,"Cary, NC",Panther Creek,678,Stetson University,920.0,Atlantic Sun Conference,www.stetson.edu/,www.gohatters.com,FL,D-I,2024-25,Stetson,ASUN,11
Ayala Halfon,Fr.,MB,6-2,,,678,Stetson University,920.0,Atlantic Sun Conference,www.stetson.edu/,www.gohatters.com,FL,D-I,2024-25,Stetson,ASUN,13
Haruka Sugimoto,Sr.,DS,5-6,"Hyogo, Japan",,678,Stetson University,920.0,Atlantic Sun Conference,www.stetson.edu/,www.gohatters.com,FL,D-I,2024-25,Stetson,ASUN,1
Abby Campbell,Sr.,MB,6-1,"Reading, PA",Exeter Township,683,Stony Brook University,837.0,Coastal Athletic Association,stonybrook.edu,stonybrookathletics.com,NY,D-I,2024-25,Stony Brook,CAA,8
Leoni Kunz,Sr.,OH,5-11,"Knoxville, TN",Webb School of Knoxville,683,Stony Brook University,837.0,Coastal Athletic Association,stonybrook.edu,stonybrookathletics.com,NY,D-I,2024-25,Stony Brook,CAA,17
Torri Henry,Sr.,S,5-8,"Belton, MO",St. Teresas Academy,683,Stony Brook University,837.0,Coastal Athletic Association,stonybrook.edu,stonybrookathletics.com,NY,D-I,2024-25,Stony Brook,CAA,2
Julia Patsos,Sr.,L,5-6,"Oakdale, NY",Connetquot,683,Stony Brook University,837.0,Coastal Athletic Association,stonybrook.edu,stonybrookathletics.com,NY,D-I,2024-25,Stony Brook,CAA,9
Liv Hertzog,So.,MB,6-0,"Long Beach, CA",Mater Dei,683,Stony Brook University,837.0,Coastal Athletic Association,stonybrook.edu,stonybrookathletics.com,NY,D-I,2024-25,Stony Brook,CAA,12
Ayanna Pierre Louis,So.,MB,5-11,"Austin, TX",Crockett,683,Stony Brook University,837.0,Coastal Athletic Association,stonybrook.edu,stonybrookathletics.com,NY,D-I,2024-25,Stony Brook,CAA,7
Rayanne Wheat,So.,S,5-7,"Mount Olive, AK",Legacy/Essential Church School,683,Stony Brook University,837.0,Coastal Athletic Association,stonybrook.edu,stonybrookathletics.com,NY,D-I,2024-25,Stony Brook,CAA,1
Madison Cigna,So.,DS,5-5,"Pittsburgh, PA",Oakland Catholic,683,Stony Brook University,837.0,Coastal Athletic Association,stonybrook.edu,stonybrookathletics.com,NY,D-I,2024-25,Stony Brook,CAA,19
Mercedes Motton,So.,MB,5-7,"Worthington, OH",Bishop Watterson,683,Stony Brook University,837.0,Coastal Athletic Association,stonybrook.edu,stonybrookathletics.com,NY,D-I,2024-25,Stony Brook,CAA,10
Saige Bradley,Sr.,MB,6-2,"Newark, DE",Renaissance Academy,683,Stony Brook University,837.0,Coastal Athletic Association,stonybrook.edu,stonybrookathletics.com,NY,D-I,2024-25,Stony Brook,CAA,5
Kali Moore,Jr.,OH,5-11,"Brooklyn, NY",Park Slope Collegiate,683,Stony Brook University,837.0,Coastal Athletic Association,stonybrook.edu,stonybrookathletics.com,NY,D-I,2024-25,Stony Brook,CAA,15
Ava Jackson,So.,OPP,6-0,"Lexington, KY",Paul Laurence Dunbar,683,Stony Brook University,837.0,Coastal Athletic Association,stonybrook.edu,stonybrookathletics.com,NY,D-I,2024-25,Stony Brook,CAA,6
Ashleigh Woodruff,So.,MB,6-3,"Scarsdale, NY",The Masters School,683,Stony Brook University,837.0,Coastal Athletic Association,stonybrook.edu,stonybrookathletics.com,NY,D-I,2024-25,Stony Brook,CAA,3
Quinn Anderson,Fr.,OH,6-0,"Westborough, MA",Westborough,683,Stony Brook University,837.0,Coastal Athletic Association,stonybrook.edu,stonybrookathletics.com,NY,D-I,2024-25,Stony Brook,CAA,14
Zayda Fuertez,Fr.,L/DS,5-4,"Temecula, CA",Great Oak,683,Stony Brook University,837.0,Coastal Athletic Association,stonybrook.edu,stonybrookathletics.com,NY,D-I,2024-25,Stony Brook,CAA,18
Hanna Berkefelt,Fr.,OH,5-8,"Stockholm, Sweden",Allebergsgymnasiet,683,Stony Brook University,837.0,Coastal Athletic Association,stonybrook.edu,stonybrookathletics.com,NY,D-I,2024-25,Stony Brook,CAA,4
Greta Schlichter,So.,L/DS,5-6,"Lathen, Germany",Schul-Und Leistungssportzentrum,688,Syracuse University,821.0,Atlantic Coast Conference,syracuse.edu,cuse.com,NY,D-I,2024-25,Syracuse,ACC,1
Sydnie Waller,So.,OH,6-0,"Franklin, TN",Centennial HS,688,Syracuse University,821.0,Atlantic Coast Conference,syracuse.edu,cuse.com,NY,D-I,2024-25,Syracuse,ACC,7
Veronica Sierzant,So.,S,6-3,"Savannah, GA",Islands,688,Syracuse University,821.0,Atlantic Coast Conference,syracuse.edu,cuse.com,NY,D-I,2024-25,Syracuse,ACC,2
Mira Ledermueller,So.,S,6-1,"Endorf, Germany",Sportgymnasium Dresden,688,Syracuse University,821.0,Atlantic Coast Conference,syracuse.edu,cuse.com,NY,D-I,2024-25,Syracuse,ACC,19
Zharia Harris-Waddy,So.,MB,6-1,"Lawnside, NJ",Paul VI,688,Syracuse University,821.0,Atlantic Coast Conference,syracuse.edu,cuse.com,NY,D-I,2024-25,Syracuse,ACC,13
Klara Zarnovicka,Jr.,OH,6-2,"Ostrava, Czechia",Sportovni Gym,688,Syracuse University,821.0,Atlantic Coast Conference,syracuse.edu,cuse.com,NY,D-I,2024-25,Syracuse,ACC,15
Emma Ortiz,Fr.,L/DS,5-6,"Orlando, FL",Winter Park HS,688,Syracuse University,821.0,Atlantic Coast Conference,syracuse.edu,cuse.com,NY,D-I,2024-25,Syracuse,ACC,4
Anastasiia Nikolnikova,Jr.,MB,6-4,"Kyiv, Ukraine",,688,Syracuse University,821.0,Atlantic Coast Conference,syracuse.edu,cuse.com,NY,D-I,2024-25,Syracuse,ACC,3
Fiona Rigby,So.,OH,6-0,"Arlington, MA",Arlington HS,688,Syracuse University,821.0,Atlantic Coast Conference,syracuse.edu,cuse.com,NY,D-I,2024-25,Syracuse,ACC,5
Ava Palm,Sr.,OH,6-0,"Bakersfield, CA",Bakersfield HS,688,Syracuse University,821.0,Atlantic Coast Conference,syracuse.edu,cuse.com,NY,D-I,2024-25,Syracuse,ACC,6
Nikki Shimao,Sr.,DS,5-6,"Honolulu, HI",'Iolani School,688,Syracuse University,821.0,Atlantic Coast Conference,syracuse.edu,cuse.com,NY,D-I,2024-25,Syracuse,ACC,10
Skylar George,Fr.,OH,6-0,"Houston, TX",Stratford HS,688,Syracuse University,821.0,Atlantic Coast Conference,syracuse.edu,cuse.com,NY,D-I,2024-25,Syracuse,ACC,8
Pola Bujnarowska,Fr.,MB,6-3,"Torun, Poland",SMS Stezyca,688,Syracuse University,821.0,Atlantic Coast Conference,syracuse.edu,cuse.com,NY,D-I,2024-25,Syracuse,ACC,12
Piper Willinger,Jr.,S,5-9,"New York City, NY",Hotchkiss School,688,Syracuse University,821.0,Atlantic Coast Conference,syracuse.edu,cuse.com,NY,D-I,2024-25,Syracuse,ACC,16
Sydney Moore,Sr.,MB,6-0,"San Diego, CA",Cathedral Catholic HS,688,Syracuse University,821.0,Atlantic Coast Conference,syracuse.edu,cuse.com,NY,D-I,2024-25,Syracuse,ACC,18
Elizabeth Schuster,Sr.,S,5-7,"Long Beach, CA",Long Beach HS,688,Syracuse University,821.0,Atlantic Coast Conference,syracuse.edu,cuse.com,NY,D-I,2024-25,Syracuse,ACC,21
Ashlee Gnau,Fr.,L/DS,5-8,"Northville, MI",Northville HS,688,Syracuse University,821.0,Atlantic Coast Conference,syracuse.edu,cuse.com,NY,D-I,2024-25,Syracuse,ACC,22
Sara Wasiakowska,Sr.,RS,6-1,"Poznan, Poland",Liceum Ogolnoksztalcace,688,Syracuse University,821.0,Atlantic Coast Conference,syracuse.edu,cuse.com,NY,D-I,2024-25,Syracuse,ACC,23
Faith Wilkins,So.,RS,6-1,"The Woodlands, TX",Concordia Lutheran HS,1395,Tarleton State University,923.0,Western Athletic Conference,www.tarleton.edu/,tarletonsports.com,TX,D-I,2024-25,Tarleton St.,WAC,20
Madison Frank,So.,MB,6-1,"Aledo, TX",Aledo HS,1395,Tarleton State University,923.0,Western Athletic Conference,www.tarleton.edu/,tarletonsports.com,TX,D-I,2024-25,Tarleton St.,WAC,9
Carly Lange,So.,L/DS,5-3,"Bellville, TX",Bellville HS,1395,Tarleton State University,923.0,Western Athletic Conference,www.tarleton.edu/,tarletonsports.com,TX,D-I,2024-25,Tarleton St.,WAC,14
Allison Bryant,Sr.,OH,5-10,"Kelseyville, CA",Kelseyville HS,1395,Tarleton State University,923.0,Western Athletic Conference,www.tarleton.edu/,tarletonsports.com,TX,D-I,2024-25,Tarleton St.,WAC,7
Emma Burke,Jr.,MB,5-11,"Godley, TX",Godley HS,1395,Tarleton State University,923.0,Western Athletic Conference,www.tarleton.edu/,tarletonsports.com,TX,D-I,2024-25,Tarleton St.,WAC,11
Megan Hodges,Jr.,S,5-8,"Celina, TX",Celina HS,1395,Tarleton State University,923.0,Western Athletic Conference,www.tarleton.edu/,tarletonsports.com,TX,D-I,2024-25,Tarleton St.,WAC,6
Tehana Mo'o,So.,OH,5-9,"Syracuse, UT",Syracuse HS,1395,Tarleton State University,923.0,Western Athletic Conference,www.tarleton.edu/,tarletonsports.com,TX,D-I,2024-25,Tarleton St.,WAC,1
Courtney Carter,Fr.,RS,5-9,"Tomball, TX",,1395,Tarleton State University,923.0,Western Athletic Conference,www.tarleton.edu/,tarletonsports.com,TX,D-I,2024-25,Tarleton St.,WAC,4
Kristen Kuehn,Fr.,L/DS,5-6,"Brenham, TX",Brenham HS,1395,Tarleton State University,923.0,Western Athletic Conference,www.tarleton.edu/,tarletonsports.com,TX,D-I,2024-25,Tarleton St.,WAC,5
Emma Halcomb,Sr.,DS,5-5,"Highland Village, TX",Marcus HS,1395,Tarleton State University,923.0,Western Athletic Conference,www.tarleton.edu/,tarletonsports.com,TX,D-I,2024-25,Tarleton St.,WAC,10
Tatum Busch,Fr.,OH,6-0,"Deer Park, TX",Deer Park HS,1395,Tarleton State University,923.0,Western Athletic Conference,www.tarleton.edu/,tarletonsports.com,TX,D-I,2024-25,Tarleton St.,WAC,18
LaNeah Lara,Jr.,OH,5-10,"Anthony, NM",Gadsden HS,1395,Tarleton State University,923.0,Western Athletic Conference,www.tarleton.edu/,tarletonsports.com,TX,D-I,2024-25,Tarleton St.,WAC,3
Madeline O'Gorman,Fr.,MB,6-1,"New Braunfels, TX",New Braunfels HS,1395,Tarleton State University,923.0,Western Athletic Conference,www.tarleton.edu/,tarletonsports.com,TX,D-I,2024-25,Tarleton St.,WAC,12
Mya Cabrera,Fr.,RS,6-0,"Newcastle, TX",Newcastle HS,1395,Tarleton State University,923.0,Western Athletic Conference,www.tarleton.edu/,tarletonsports.com,TX,D-I,2024-25,Tarleton St.,WAC,13
Stéphanie Sarmezan,So.,MB,5-11,,Lycée Senghor,1395,Tarleton State University,923.0,Western Athletic Conference,www.tarleton.edu/,tarletonsports.com,TX,D-I,2024-25,Tarleton St.,WAC,17
Yuna Ansquer,So.,S,5-10,,Cornouaille,1395,Tarleton State University,923.0,Western Athletic Conference,www.tarleton.edu/,tarletonsports.com,TX,D-I,2024-25,Tarleton St.,WAC,2
Mary Kate Stasevich,Sr.,MH,6-2,"Chesapeake, VA",Grassfield HS,1395,Tarleton State University,923.0,Western Athletic Conference,www.tarleton.edu/,tarletonsports.com,TX,D-I,2024-25,Tarleton St.,WAC,19
Addison Goss,So.,L/DS,5-3,"Rockwall, TX",Rockwall HS,1395,Tarleton State University,923.0,Western Athletic Conference,www.tarleton.edu/,tarletonsports.com,TX,D-I,2024-25,Tarleton St.,WAC,16
Magdalena Rogalska,Sr.,S,5-11,"Krakow, Poland",II Liceum Ogolnoksztalcace w Krakowie,690,Temple University,823.0,American Athletic Conference,www.temple.edu,www.owlsports.com,PA,D-I,2024-25,Temple,AAC,6
Nalani McBride,Jr.,L/DS,5-5,"Stafford, VA",Mountain View,690,Temple University,823.0,American Athletic Conference,www.temple.edu,www.owlsports.com,PA,D-I,2024-25,Temple,AAC,7
Abby Jhun,So.,L/DS,5-6,"Roswell, GA",Pope,690,Temple University,823.0,American Athletic Conference,www.temple.edu,www.owlsports.com,PA,D-I,2024-25,Temple,AAC,3
Lexi Yoza,So.,S,5-7,"Scottsdale, AZ",Notre Dame Prepartory,690,Temple University,823.0,American Athletic Conference,www.temple.edu,www.owlsports.com,PA,D-I,2024-25,Temple,AAC,5
Olivia Hummel,So.,OH,6-0,"Cary, NC",Green Level,690,Temple University,823.0,American Athletic Conference,www.temple.edu,www.owlsports.com,PA,D-I,2024-25,Temple,AAC,20
Chelci Banks,Sr.,MB,6-1,"Marietta, GA",Hillgrove,690,Temple University,823.0,American Athletic Conference,www.temple.edu,www.owlsports.com,PA,D-I,2024-25,Temple,AAC,13
Ava Blascziek,So.,S,5-10,"Lakeville, MN",Lakeville North,690,Temple University,823.0,American Athletic Conference,www.temple.edu,www.owlsports.com,PA,D-I,2024-25,Temple,AAC,4
Katie Hickey,Jr.,MB,6-1,"Ronkonkoma, NY",Connetquot,690,Temple University,823.0,American Athletic Conference,www.temple.edu,www.owlsports.com,PA,D-I,2024-25,Temple,AAC,19
Avery Luoma,Sr.,RS,6-1,"Phoenix, AZ",Mountain Pointe,690,Temple University,823.0,American Athletic Conference,www.temple.edu,www.owlsports.com,PA,D-I,2024-25,Temple,AAC,18
Hikialani Kaohelaulii,Sr.,L,5-9,"Kailua, HI",Lone Peak,690,Temple University,823.0,American Athletic Conference,www.temple.edu,www.owlsports.com,PA,D-I,2024-25,Temple,AAC,12
Taylor Davenport,Sr.,OH,6-0,"Columbia, SC",AC Flora,690,Temple University,823.0,American Athletic Conference,www.temple.edu,www.owlsports.com,PA,D-I,2024-25,Temple,AAC,14
Christiana Greene,Fr.,OH,5-10,"Columbia, SC",Cardinal Newman,690,Temple University,823.0,American Athletic Conference,www.temple.edu,www.owlsports.com,PA,D-I,2024-25,Temple,AAC,2
Sydney Jones,Fr.,OH,6-2,"Havertown, PA",Haverford,690,Temple University,823.0,American Athletic Conference,www.temple.edu,www.owlsports.com,PA,D-I,2024-25,Temple,AAC,10
Mickhaila Murray,Fr.,OH,5-10,"Manassas, VA",Flint HIll,690,Temple University,823.0,American Athletic Conference,www.temple.edu,www.owlsports.com,PA,D-I,2024-25,Temple,AAC,1
Qairo Bentley,Sr.,OH,6-0,"Denver, CO",Denver East HS,690,Temple University,823.0,American Athletic Conference,www.temple.edu,www.owlsports.com,PA,D-I,2024-25,Temple,AAC,8
Alyssa Finister,So.,MB,5-11,"Houston, TX",Cypress Hills,690,Temple University,823.0,American Athletic Conference,www.temple.edu,www.owlsports.com,PA,D-I,2024-25,Temple,AAC,17
Sofia Hardy,So.,L/DS,5-7,"Ashburn, VA",Independence,690,Temple University,823.0,American Athletic Conference,www.temple.edu,www.owlsports.com,PA,D-I,2024-25,Temple,AAC,9
Hadley Pride,Sr.,L/DS,5-5,"Nashville, TN",Hillsboro,691,Tennessee State University,902.0,Ohio Valley Conference,www.tnstate.edu/,www.tsutigers.com,TN,D-I,2024-25,Tennessee St.,OVC,9
Gabriella Blevins,Fr.,MB,6-1,"Morristown, TN",Morristown-Hamblen West,691,Tennessee State University,902.0,Ohio Valley Conference,www.tnstate.edu/,www.tsutigers.com,TN,D-I,2024-25,Tennessee St.,OVC,13
Maygan Miller-Garcia,So.,MB,6-1,"Nashville, TN",Pope John Paul II,691,Tennessee State University,902.0,Ohio Valley Conference,www.tnstate.edu/,www.tsutigers.com,TN,D-I,2024-25,Tennessee St.,OVC,16
Sagaia Reilly,So.,S,6-0,"Nashville, TN",Magnet,691,Tennessee State University,902.0,Ohio Valley Conference,www.tnstate.edu/,www.tsutigers.com,TN,D-I,2024-25,Tennessee St.,OVC,15
Storm White,Sr.,OPP,5-11,"Smyrna, TN",Stewart's Creek,691,Tennessee State University,902.0,Ohio Valley Conference,www.tnstate.edu/,www.tsutigers.com,TN,D-I,2024-25,Tennessee St.,OVC,14
Celestial Miller,Sr.,OH,5-11,"Chandler, AZ",Desert Vista,691,Tennessee State University,902.0,Ohio Valley Conference,www.tnstate.edu/,www.tsutigers.com,TN,D-I,2024-25,Tennessee St.,OVC,5
Jayla Holcombe,Sr.,OH,5-11,"Belleville, IL",East St. Louis Charter HS,691,Tennessee State University,902.0,Ohio Valley Conference,www.tnstate.edu/,www.tsutigers.com,TN,D-I,2024-25,Tennessee St.,OVC,2
Delaney Sheridan,Fr.,L,5-5,"Bessemer, AL",Hoover,691,Tennessee State University,902.0,Ohio Valley Conference,www.tnstate.edu/,www.tsutigers.com,TN,D-I,2024-25,Tennessee St.,OVC,1
Jazmin Vergara,Jr.,OH,6-2,"Buenaventura, Colombia",Inem Jorge Isaacr,691,Tennessee State University,902.0,Ohio Valley Conference,www.tnstate.edu/,www.tsutigers.com,TN,D-I,2024-25,Tennessee St.,OVC,3
Janke Pretorius,Jr.,S,6-0,"Orewa, New Zealand",,691,Tennessee State University,902.0,Ohio Valley Conference,www.tnstate.edu/,www.tsutigers.com,TN,D-I,2024-25,Tennessee St.,OVC,6
Maggie Keenan,Sr.,MB,5-11,"Franklin, TN",Lipscomb Academy,691,Tennessee State University,902.0,Ohio Valley Conference,www.tnstate.edu/,www.tsutigers.com,TN,D-I,2024-25,Tennessee St.,OVC,7
Melae Lacy,Fr.,OH,5-11,"Iowa City, IA",Iowa West,691,Tennessee State University,902.0,Ohio Valley Conference,www.tnstate.edu/,www.tsutigers.com,TN,D-I,2024-25,Tennessee St.,OVC,8
Danea King,Jr.,MB,6-0,"Milwaukee, WI",Menomonee Falls,691,Tennessee State University,902.0,Ohio Valley Conference,www.tnstate.edu/,www.tsutigers.com,TN,D-I,2024-25,Tennessee St.,OVC,10
Özge Tan,Sr.,OH,6-2,"Ankara, Turkey",,691,Tennessee State University,902.0,Ohio Valley Conference,www.tnstate.edu/,www.tsutigers.com,TN,D-I,2024-25,Tennessee St.,OVC,11
Alizaysha Sopi,Jr.,OH,6-2,"Waianae, HI",Kapolei,691,Tennessee State University,902.0,Ohio Valley Conference,www.tnstate.edu/,www.tsutigers.com,TN,D-I,2024-25,Tennessee St.,OVC,12
Madolyn Isringhausen,Sr.,OH,5-11,"Edwardsville, IL",Edwardsville,692,Tennessee Technological University,902.0,Ohio Valley Conference,www.tntech.edu/,www.TTUsports.com/,TN,D-I,2024-25,Tennessee Tech,OVC,20
Ava Schubert,So.,RS,6-1,"Davenport, IA",Assumption,692,Tennessee Technological University,902.0,Ohio Valley Conference,www.tntech.edu/,www.TTUsports.com/,TN,D-I,2024-25,Tennessee Tech,OVC,1
Jazmine Yamilkoski,Sr.,S,5-9,"Cedar Rapids, IA",Xavier,692,Tennessee Technological University,902.0,Ohio Valley Conference,www.tntech.edu/,www.TTUsports.com/,TN,D-I,2024-25,Tennessee Tech,OVC,6
Aleeya Jones,Sr.,L,5-7,"Wiscasset, ME",,692,Tennessee Technological University,902.0,Ohio Valley Conference,www.tntech.edu/,www.TTUsports.com/,TN,D-I,2024-25,Tennessee Tech,OVC,9
Elena Wallace,Sr.,MB,6-1,"Cedar Hills, UT",,692,Tennessee Technological University,902.0,Ohio Valley Conference,www.tntech.edu/,www.TTUsports.com/,TN,D-I,2024-25,Tennessee Tech,OVC,13
Ayanna Rodgers,So.,MB,6-0,"Marietta, GA",Alan C. Pope,692,Tennessee Technological University,902.0,Ohio Valley Conference,www.tntech.edu/,www.TTUsports.com/,TN,D-I,2024-25,Tennessee Tech,OVC,27
Bella Powell,Sr.,OH,5-10,"Palmyra, IL",,692,Tennessee Technological University,902.0,Ohio Valley Conference,www.tntech.edu/,www.TTUsports.com/,TN,D-I,2024-25,Tennessee Tech,OVC,14
Brooke Amann,Sr.,OH,6-0,"Wonder Lake, IL",,692,Tennessee Technological University,902.0,Ohio Valley Conference,www.tntech.edu/,www.TTUsports.com/,TN,D-I,2024-25,Tennessee Tech,OVC,5
MK Roberts,Jr.,DS,5-7,"Dalton, GA",Gordon Lee,692,Tennessee Technological University,902.0,Ohio Valley Conference,www.tntech.edu/,www.TTUsports.com/,TN,D-I,2024-25,Tennessee Tech,OVC,3
Mallory Jenkins,Fr.,MB,6-4,"Wilson, NC",Fike,692,Tennessee Technological University,902.0,Ohio Valley Conference,www.tntech.edu/,www.TTUsports.com/,TN,D-I,2024-25,Tennessee Tech,OVC,8
Katie Green,Fr.,L,5-9,"Nashville, TN",Father Ryan,692,Tennessee Technological University,902.0,Ohio Valley Conference,www.tntech.edu/,www.TTUsports.com/,TN,D-I,2024-25,Tennessee Tech,OVC,7
Bella Lineberger,Fr.,S,5-9,"Raleigh, NC",Apex,692,Tennessee Technological University,902.0,Ohio Valley Conference,www.tntech.edu/,www.TTUsports.com/,TN,D-I,2024-25,Tennessee Tech,OVC,10
Alayna Pierce,Fr.,OH,5-11,"Genoa, IL",Genoa-Kingston,692,Tennessee Technological University,902.0,Ohio Valley Conference,www.tntech.edu/,www.TTUsports.com/,TN,D-I,2024-25,Tennessee Tech,OVC,24
Jordan Karlen,Jr.,S,5-9,"Janesville, WI",Milton,692,Tennessee Technological University,902.0,Ohio Valley Conference,www.tntech.edu/,www.TTUsports.com/,TN,D-I,2024-25,Tennessee Tech,OVC,2
McKenna Young,Sr.,L,5-4,"Murfreesboro, TN",Stewarts Creek,692,Tennessee Technological University,902.0,Ohio Valley Conference,www.tntech.edu/,www.TTUsports.com/,TN,D-I,2024-25,Tennessee Tech,OVC,21
Emma Pabon,Sr.,MB,6-0,"Fort Myers, FL",Riverdale,692,Tennessee Technological University,902.0,Ohio Valley Conference,www.tntech.edu/,www.TTUsports.com/,TN,D-I,2024-25,Tennessee Tech,OVC,17
Chard'e Vanzandt,Sr.,OH,5-10,"Houston, TX",Crosby High School,693,University of Tennessee at Chattanooga,912.0,Southern Conference,www.utc.edu,www.gomocs.com,TN,D-I,2024-25,Chattanooga,SoCon,10
Marcelle Baez-Carlo,Sr.,MB,6-2,"Guaynabo, Puerto Rico",Bayamon Military Academy,693,University of Tennessee at Chattanooga,912.0,Southern Conference,www.utc.edu,www.gomocs.com,TN,D-I,2024-25,Chattanooga,SoCon,12
Caiti Barthel,So.,L/DS,5-9,"Indianapolis, IN",Cathedral High School,693,University of Tennessee at Chattanooga,912.0,Southern Conference,www.utc.edu,www.gomocs.com,TN,D-I,2024-25,Chattanooga,SoCon,9
Jordyn Butler,Fr.,OH,5-10,"Columbia, MO",Battle High School,693,University of Tennessee at Chattanooga,912.0,Southern Conference,www.utc.edu,www.gomocs.com,TN,D-I,2024-25,Chattanooga,SoCon,16
Chandler Alter,Sr.,OH,5-7,"Powder Springs, GA",McEachern High School,693,University of Tennessee at Chattanooga,912.0,Southern Conference,www.utc.edu,www.gomocs.com,TN,D-I,2024-25,Chattanooga,SoCon,5
Kaitlyn Gotsch,Fr.,MB,6-3,"Friendswood, TX",Friendswood High School,693,University of Tennessee at Chattanooga,912.0,Southern Conference,www.utc.edu,www.gomocs.com,TN,D-I,2024-25,Chattanooga,SoCon,19
Breanah Rives,So.,OH,6-0,"Naples, FL",Seacrest Country Day School,693,University of Tennessee at Chattanooga,912.0,Southern Conference,www.utc.edu,www.gomocs.com,TN,D-I,2024-25,Chattanooga,SoCon,7
Chiara Napoli,Jr.,S,6-0,"Saint-Raphaël, France",Lycee Bellevue,693,University of Tennessee at Chattanooga,912.0,Southern Conference,www.utc.edu,www.gomocs.com,TN,D-I,2024-25,Chattanooga,SoCon,8
Destiny Wiggins,Fr.,RS,5-11,"Plymouth, MN",Maranatha Christian Academy,693,University of Tennessee at Chattanooga,912.0,Southern Conference,www.utc.edu,www.gomocs.com,TN,D-I,2024-25,Chattanooga,SoCon,15
Erin Wyatt,Sr.,OH,5-11,"Spring, TX",Klein Collins High School,693,University of Tennessee at Chattanooga,912.0,Southern Conference,www.utc.edu,www.gomocs.com,TN,D-I,2024-25,Chattanooga,SoCon,6
Doga Ocal,Fr.,OH,6-2,"Antalya, Turkey",Anatolian High School,693,University of Tennessee at Chattanooga,912.0,Southern Conference,www.utc.edu,www.gomocs.com,TN,D-I,2024-25,Chattanooga,SoCon,22
Ashley Taylor,Sr.,MB,6-0,"Yoakum, TX",Yoakum High School,693,University of Tennessee at Chattanooga,912.0,Southern Conference,www.utc.edu,www.gomocs.com,TN,D-I,2024-25,Chattanooga,SoCon,18
Gracie Rose,Fr.,OH,6-1,"Norcross, GA",Greater Atlanta Christian School,693,University of Tennessee at Chattanooga,912.0,Southern Conference,www.utc.edu,www.gomocs.com,TN,D-I,2024-25,Chattanooga,SoCon,23
Cansu Kornosor,Fr.,L/DS,5-5,"Bursa, Turkey",Robert College Istanbul,693,University of Tennessee at Chattanooga,912.0,Southern Conference,www.utc.edu,www.gomocs.com,TN,D-I,2024-25,Chattanooga,SoCon,25
Elena Vukmanov,Fr.,OH,6-1,"Subotica, Serbia",OK Radnicki Beograd,693,University of Tennessee at Chattanooga,912.0,Southern Conference,www.utc.edu,www.gomocs.com,TN,D-I,2024-25,Chattanooga,SoCon,39
Finley Hilliard,Fr.,L/DS,5-1,"Soddy Daisy, TN",Soddy Daisy High School,693,University of Tennessee at Chattanooga,912.0,Southern Conference,www.utc.edu,www.gomocs.com,TN,D-I,2024-25,Chattanooga,SoCon,21
Kynli Kirkendoll,Fr.,MB,6-0,"Tulsa, OK",Jenks High School,693,University of Tennessee at Chattanooga,912.0,Southern Conference,www.utc.edu,www.gomocs.com,TN,D-I,2024-25,Chattanooga,SoCon,11
Sydney Jackwin,Jr.,OH,5-9,"Saint Petersburg, FL",Keswick Christian School,693,University of Tennessee at Chattanooga,912.0,Southern Conference,www.utc.edu,www.gomocs.com,TN,D-I,2024-25,Chattanooga,SoCon,17
Mallory Merz,Fr.,S,5-9,"Melbourne, FL",Viera High School,693,University of Tennessee at Chattanooga,912.0,Southern Conference,www.utc.edu,www.gomocs.com,TN,D-I,2024-25,Chattanooga,SoCon,4
Elaine Redman,Sr.,S,6-1,"Chattanooga, TN",Baylor High,693,University of Tennessee at Chattanooga,912.0,Southern Conference,www.utc.edu,www.gomocs.com,TN,D-I,2024-25,Chattanooga,SoCon,1
Paige Gallentine,Sr.,L/DS,5-8,"Fenton, MI",Charyl Stockwell Prep Academy,693,University of Tennessee at Chattanooga,912.0,Southern Conference,www.utc.edu,www.gomocs.com,TN,D-I,2024-25,Chattanooga,SoCon,3
