Name,Class,Position,Height,Hometown,High School,team_id,team_name,conference_id,conference_name,school_url,school_athletic_url,state,division,year,team_short,conference_short,Number
Kearstin Davis,Jr.,S,5-5,,,638,Shippensburg University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.ship.edu,www.shipraiders.com,PA,D-II,2024-25,Shippensburg,PSAC,23
Gracen Nutt,So.,OH,5-10,,,638,Shippensburg University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.ship.edu,www.shipraiders.com,PA,D-II,2024-25,Shippensburg,PSAC,8
Brielle Wood,So.,S,5-7,,,30151,Shorter University,4423.0,Conference Carolinas,www.shorter.edu,www.goshorterhawks.com,GA,D-II,2024-25,Shorter,Conference Carolinas,19
Marysa Ocampo,Sr.,S,5-7,,,30151,Shorter University,4423.0,Conference Carolinas,www.shorter.edu,www.goshorterhawks.com,GA,D-II,2024-25,Shorter,Conference Carolinas,7
Mia Swierbut,So.,DS,5-2,,,30151,Shorter University,4423.0,Conference Carolinas,www.shorter.edu,www.goshorterhawks.com,GA,D-II,2024-25,Shorter,Conference Carolinas,22
Reaghan Whitlock,So.,DS,5-5,,,30151,Shorter University,4423.0,Conference Carolinas,www.shorter.edu,www.goshorterhawks.com,GA,D-II,2024-25,Shorter,Conference Carolinas,4
Ava Medina,So.,MB,5-11,,,30151,Shorter University,4423.0,Conference Carolinas,www.shorter.edu,www.goshorterhawks.com,GA,D-II,2024-25,Shorter,Conference Carolinas,14
Claudia Loyola,Jr.,L/DS,5-5,,,30151,Shorter University,4423.0,Conference Carolinas,www.shorter.edu,www.goshorterhawks.com,GA,D-II,2024-25,Shorter,Conference Carolinas,1
Victoria Sparks,So.,OH,5-9,,,30151,Shorter University,4423.0,Conference Carolinas,www.shorter.edu,www.goshorterhawks.com,GA,D-II,2024-25,Shorter,Conference Carolinas,3
Alley Cole,So.,MB,6-2,,,30151,Shorter University,4423.0,Conference Carolinas,www.shorter.edu,www.goshorterhawks.com,GA,D-II,2024-25,Shorter,Conference Carolinas,23
Mia Alexander,So.,L/DS,5-5,,,30151,Shorter University,4423.0,Conference Carolinas,www.shorter.edu,www.goshorterhawks.com,GA,D-II,2024-25,Shorter,Conference Carolinas,12
Laila Bernardino,Sr.,OH,5-8,,,30151,Shorter University,4423.0,Conference Carolinas,www.shorter.edu,www.goshorterhawks.com,GA,D-II,2024-25,Shorter,Conference Carolinas,6
Reilly Swierbut,Sr.,L/DS,5-6,,,30151,Shorter University,4423.0,Conference Carolinas,www.shorter.edu,www.goshorterhawks.com,GA,D-II,2024-25,Shorter,Conference Carolinas,2
Emily Crocker,Sr.,OH,6-0,,,30151,Shorter University,4423.0,Conference Carolinas,www.shorter.edu,www.goshorterhawks.com,GA,D-II,2024-25,Shorter,Conference Carolinas,20
Caroline Sivills,So.,RS,5-11,,,30151,Shorter University,4423.0,Conference Carolinas,www.shorter.edu,www.goshorterhawks.com,GA,D-II,2024-25,Shorter,Conference Carolinas,21
Audrey Brooks,Jr.,MB,6-0,"Kennesaw, GA",,30151,Shorter University,4423.0,Conference Carolinas,www.shorter.edu,www.goshorterhawks.com,GA,D-II,2024-25,Shorter,Conference Carolinas,10
Lana Maluda,So.,OH,5-10,,,30151,Shorter University,4423.0,Conference Carolinas,www.shorter.edu,www.goshorterhawks.com,GA,D-II,2024-25,Shorter,Conference Carolinas,5
Grace Korta,Fr.,OH,5-8,,,30151,Shorter University,4423.0,Conference Carolinas,www.shorter.edu,www.goshorterhawks.com,GA,D-II,2024-25,Shorter,Conference Carolinas,15
Skylar Paul,Jr.,DS,-,,,30151,Shorter University,4423.0,Conference Carolinas,www.shorter.edu,www.goshorterhawks.com,GA,D-II,2024-25,Shorter,Conference Carolinas,9
Alexis Williams,So.,MB,6-0,,,30151,Shorter University,4423.0,Conference Carolinas,www.shorter.edu,www.goshorterhawks.com,GA,D-II,2024-25,Shorter,Conference Carolinas,24
Abigail Klinkhamer,So.,RS,5-9,,,30151,Shorter University,4423.0,Conference Carolinas,www.shorter.edu,www.goshorterhawks.com,GA,D-II,2024-25,Shorter,Conference Carolinas,17
Taylor-Reese Howell,Jr.,OH,5-11,,,30151,Shorter University,4423.0,Conference Carolinas,www.shorter.edu,www.goshorterhawks.com,GA,D-II,2024-25,Shorter,Conference Carolinas,11
Jocelyn Sherman,Sr.,OH,5-10,,,30127,Simon Fraser University,30012.0,Great Northwest Athletic Conference,www.sfu.ca,athletics.sfu.ca/,BC,D-II,2024-25,Simon Fraser,Great Northwest,4
Brooke Dexter,Sr.,OPP,6-2,,,30127,Simon Fraser University,30012.0,Great Northwest Athletic Conference,www.sfu.ca,athletics.sfu.ca/,BC,D-II,2024-25,Simon Fraser,Great Northwest,12
Ezawa Malish,Jr.,MB,6-0,,,30127,Simon Fraser University,30012.0,Great Northwest Athletic Conference,www.sfu.ca,athletics.sfu.ca/,BC,D-II,2024-25,Simon Fraser,Great Northwest,17
Davida Hill,Jr.,OH,6-0,"Surrey, Canada",Pacific Academy,30127,Simon Fraser University,30012.0,Great Northwest Athletic Conference,www.sfu.ca,athletics.sfu.ca/,BC,D-II,2024-25,Simon Fraser,Great Northwest,22
Eva Person,Jr.,S,5-10,,,30127,Simon Fraser University,30012.0,Great Northwest Athletic Conference,www.sfu.ca,athletics.sfu.ca/,BC,D-II,2024-25,Simon Fraser,Great Northwest,1
Ava Khademi,Jr.,L,5-7,,,30127,Simon Fraser University,30012.0,Great Northwest Athletic Conference,www.sfu.ca,athletics.sfu.ca/,BC,D-II,2024-25,Simon Fraser,Great Northwest,19
Logan Remington,Fr.,MB,6-3,,,30127,Simon Fraser University,30012.0,Great Northwest Athletic Conference,www.sfu.ca,athletics.sfu.ca/,BC,D-II,2024-25,Simon Fraser,Great Northwest,16
Makena Simmons,Fr.,S,5-6,"Moose Jaw, Canada",A. E. Peacock,30127,Simon Fraser University,30012.0,Great Northwest Athletic Conference,www.sfu.ca,athletics.sfu.ca/,BC,D-II,2024-25,Simon Fraser,Great Northwest,7
Louise Ho,Fr.,L/DS,5-7,"Coquitlam, Canada",Pinetree,30127,Simon Fraser University,30012.0,Great Northwest Athletic Conference,www.sfu.ca,athletics.sfu.ca/,BC,D-II,2024-25,Simon Fraser,Great Northwest,9
Nina Kovacevic,Fr.,MB,6-4,,,30127,Simon Fraser University,30012.0,Great Northwest Athletic Conference,www.sfu.ca,athletics.sfu.ca/,BC,D-II,2024-25,Simon Fraser,Great Northwest,8
Megan Hawkins,Fr.,OH,6-0,,,30127,Simon Fraser University,30012.0,Great Northwest Athletic Conference,www.sfu.ca,athletics.sfu.ca/,BC,D-II,2024-25,Simon Fraser,Great Northwest,2
Jayden Armstrong,Fr.,OH,5-11,,,30127,Simon Fraser University,30012.0,Great Northwest Athletic Conference,www.sfu.ca,athletics.sfu.ca/,BC,D-II,2024-25,Simon Fraser,Great Northwest,5
Natalie Lemoine-Sells,Jr.,OH,6-1,,,30127,Simon Fraser University,30012.0,Great Northwest Athletic Conference,www.sfu.ca,athletics.sfu.ca/,BC,D-II,2024-25,Simon Fraser,Great Northwest,3
Macyn Unger,So.,L,5-9,,,30127,Simon Fraser University,30012.0,Great Northwest Athletic Conference,www.sfu.ca,athletics.sfu.ca/,BC,D-II,2024-25,Simon Fraser,Great Northwest,11
Ella McVittie,So.,S,5-10,,,30127,Simon Fraser University,30012.0,Great Northwest Athletic Conference,www.sfu.ca,athletics.sfu.ca/,BC,D-II,2024-25,Simon Fraser,Great Northwest,18
Faith Van Eck,So.,DS,5-7,,,30128,University of Sioux Falls,12853.0,Northern Sun Intercollegiate Conference,www.usiouxfalls.edu,www.usfcougars.com,SD,D-II,2024-25,Sioux Falls,NSIC,8
Kylee Horner,So.,OH,5-9,,,30128,University of Sioux Falls,12853.0,Northern Sun Intercollegiate Conference,www.usiouxfalls.edu,www.usfcougars.com,SD,D-II,2024-25,Sioux Falls,NSIC,7
Sadie Voss,Jr.,OH,5-10,,,30128,University of Sioux Falls,12853.0,Northern Sun Intercollegiate Conference,www.usiouxfalls.edu,www.usfcougars.com,SD,D-II,2024-25,Sioux Falls,NSIC,3
Jordan Kuper,Sr.,MB,6-2,,,30128,University of Sioux Falls,12853.0,Northern Sun Intercollegiate Conference,www.usiouxfalls.edu,www.usfcougars.com,SD,D-II,2024-25,Sioux Falls,NSIC,21
Kyleigh Tangen,So.,OH,5-10,,,30128,University of Sioux Falls,12853.0,Northern Sun Intercollegiate Conference,www.usiouxfalls.edu,www.usfcougars.com,SD,D-II,2024-25,Sioux Falls,NSIC,1
Aubrey Gates,So.,OH,5-11,,,30128,University of Sioux Falls,12853.0,Northern Sun Intercollegiate Conference,www.usiouxfalls.edu,www.usfcougars.com,SD,D-II,2024-25,Sioux Falls,NSIC,10
Grace Hanel,Sr.,OH,6-1,,,30128,University of Sioux Falls,12853.0,Northern Sun Intercollegiate Conference,www.usiouxfalls.edu,www.usfcougars.com,SD,D-II,2024-25,Sioux Falls,NSIC,14
Molly Minnema,So.,MB,6-1,,,30128,University of Sioux Falls,12853.0,Northern Sun Intercollegiate Conference,www.usiouxfalls.edu,www.usfcougars.com,SD,D-II,2024-25,Sioux Falls,NSIC,17
Jordyn Hamm,Sr.,MB,6-3,,,30128,University of Sioux Falls,12853.0,Northern Sun Intercollegiate Conference,www.usiouxfalls.edu,www.usfcougars.com,SD,D-II,2024-25,Sioux Falls,NSIC,22
Lucy Larson,Fr.,DS,5-5,,,30128,University of Sioux Falls,12853.0,Northern Sun Intercollegiate Conference,www.usiouxfalls.edu,www.usfcougars.com,SD,D-II,2024-25,Sioux Falls,NSIC,6
Abby Haus,Fr.,RS,6-1,,,30128,University of Sioux Falls,12853.0,Northern Sun Intercollegiate Conference,www.usiouxfalls.edu,www.usfcougars.com,SD,D-II,2024-25,Sioux Falls,NSIC,12
Tatum Godinez,Fr.,OH,5-10,,,30128,University of Sioux Falls,12853.0,Northern Sun Intercollegiate Conference,www.usiouxfalls.edu,www.usfcougars.com,SD,D-II,2024-25,Sioux Falls,NSIC,13
Ella Walker,Fr.,MB,6-1,,,30128,University of Sioux Falls,12853.0,Northern Sun Intercollegiate Conference,www.usiouxfalls.edu,www.usfcougars.com,SD,D-II,2024-25,Sioux Falls,NSIC,20
Courtney Holsteen,Jr.,RS,6-0,,,30128,University of Sioux Falls,12853.0,Northern Sun Intercollegiate Conference,www.usiouxfalls.edu,www.usfcougars.com,SD,D-II,2024-25,Sioux Falls,NSIC,9
Liz Kopp,Jr.,S,5-8,,,30128,University of Sioux Falls,12853.0,Northern Sun Intercollegiate Conference,www.usiouxfalls.edu,www.usfcougars.com,SD,D-II,2024-25,Sioux Falls,NSIC,4
Anna Ruhland,Sr.,RS,5-10,,,30128,University of Sioux Falls,12853.0,Northern Sun Intercollegiate Conference,www.usiouxfalls.edu,www.usfcougars.com,SD,D-II,2024-25,Sioux Falls,NSIC,15
Elise Gillen,Jr.,S,5-8,,,30128,University of Sioux Falls,12853.0,Northern Sun Intercollegiate Conference,www.usiouxfalls.edu,www.usfcougars.com,SD,D-II,2024-25,Sioux Falls,NSIC,18
Lauren VonderHaar,Jr.,MH,5-11,"Aurora, OH",Aurora,643,Slippery Rock University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.sru.edu,www.rockathletics.com,PA,D-II,2024-25,Slippery Rock,PSAC,17
Callie Chevalier,Jr.,OH,5-11,"Charlton, NY",Burnt Hills-Ballston Lake,643,Slippery Rock University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.sru.edu,www.rockathletics.com,PA,D-II,2024-25,Slippery Rock,PSAC,15
Victoria Nalbach,So.,MH,5-11,"Cheektowaga, NY",Williamsville South,643,Slippery Rock University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.sru.edu,www.rockathletics.com,PA,D-II,2024-25,Slippery Rock,PSAC,20
Kaitlyn Danszczak,So.,OH,5-8,"Cleveland, OH",West Geauga,643,Slippery Rock University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.sru.edu,www.rockathletics.com,PA,D-II,2024-25,Slippery Rock,PSAC,2
Brooke Farrah,So.,S,5-7,"West Homestead, PA",Steel Valley,643,Slippery Rock University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.sru.edu,www.rockathletics.com,PA,D-II,2024-25,Slippery Rock,PSAC,18
Erica Selfridge,Sr.,OH,5-6,"Dubois, PA",Clarion,643,Slippery Rock University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.sru.edu,www.rockathletics.com,PA,D-II,2024-25,Slippery Rock,PSAC,16
Aslyn Pry,Sr.,MH,5-10,"West Sunbury, PA",Moniteau,643,Slippery Rock University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.sru.edu,www.rockathletics.com,PA,D-II,2024-25,Slippery Rock,PSAC,10
Arielle Walter,Jr.,L/DS,5-2,"Burton, OH",Berkshire,643,Slippery Rock University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.sru.edu,www.rockathletics.com,PA,D-II,2024-25,Slippery Rock,PSAC,9
Paityn Krause,Fr.,S,5-6,"Dayton, OH",Centerville,643,Slippery Rock University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.sru.edu,www.rockathletics.com,PA,D-II,2024-25,Slippery Rock,PSAC,8
Kate Lachendro-Biery,Sr.,L/DS,5-8,"State College, PA",State College,643,Slippery Rock University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.sru.edu,www.rockathletics.com,PA,D-II,2024-25,Slippery Rock,PSAC,23
Alexia Bowers,Fr.,OH,5-9,"Warren, PA",Warren,643,Slippery Rock University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.sru.edu,www.rockathletics.com,PA,D-II,2024-25,Slippery Rock,PSAC,1
Ella Sorine,Fr.,S,5-9,"Bridgeport, WV",Bridgeport,643,Slippery Rock University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.sru.edu,www.rockathletics.com,PA,D-II,2024-25,Slippery Rock,PSAC,4
Kara Pasquale,Fr.,L/DS,5-5,"Zelienople, PA",Seneca Valley,643,Slippery Rock University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.sru.edu,www.rockathletics.com,PA,D-II,2024-25,Slippery Rock,PSAC,7
Addison Jones,Fr.,MH,5-10,"Arlington Heights, IL",Prospect,643,Slippery Rock University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.sru.edu,www.rockathletics.com,PA,D-II,2024-25,Slippery Rock,PSAC,13
Marley Annis,Fr.,OH,5-8,"South Bend, IN",Saint Joseph,643,Slippery Rock University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.sru.edu,www.rockathletics.com,PA,D-II,2024-25,Slippery Rock,PSAC,6
Gwen McCarthy,Fr.,OH,5-10,"West Seneca, NY",St. Mary's of Lancaster,643,Slippery Rock University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.sru.edu,www.rockathletics.com,PA,D-II,2024-25,Slippery Rock,PSAC,22
Ava Haynes,Fr.,OH,5-10,"Portville, NY",Portville,643,Slippery Rock University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.sru.edu,www.rockathletics.com,PA,D-II,2024-25,Slippery Rock,PSAC,12
Chelsie Wheeler,Sr.,OH,5-9,"Youngstown, OH",Austintown Fitch,643,Slippery Rock University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.sru.edu,www.rockathletics.com,PA,D-II,2024-25,Slippery Rock,PSAC,3
Jaeden Yost,Jr.,S,5-7,"Springfield, OH",Springfield,643,Slippery Rock University of Pennsylvania,906.0,Pennsylvania State Athletic Conference,www.sru.edu,www.rockathletics.com,PA,D-II,2024-25,Slippery Rock,PSAC,5
Kaili Spooner,Sr.,MB,5-11,,,645,Sonoma State University,828.0,California Collegiate Athletic Association,www.sonoma.edu/,www.sonomaseawolves.com,CA,D-II,2024-25,Sonoma St.,CCAA,5
Jordyn Waite-Ward,Fr.,MB,6-2,,,645,Sonoma State University,828.0,California Collegiate Athletic Association,www.sonoma.edu/,www.sonomaseawolves.com,CA,D-II,2024-25,Sonoma St.,CCAA,21
Rahasya Hernandez,Jr.,OH,5-8,,,645,Sonoma State University,828.0,California Collegiate Athletic Association,www.sonoma.edu/,www.sonomaseawolves.com,CA,D-II,2024-25,Sonoma St.,CCAA,16
Abri Rogers,Sr.,MB,6-1,,,645,Sonoma State University,828.0,California Collegiate Athletic Association,www.sonoma.edu/,www.sonomaseawolves.com,CA,D-II,2024-25,Sonoma St.,CCAA,17
Jackie Winfield,Jr.,OH,5-9,,,645,Sonoma State University,828.0,California Collegiate Athletic Association,www.sonoma.edu/,www.sonomaseawolves.com,CA,D-II,2024-25,Sonoma St.,CCAA,13
Kaden Young,Jr.,L/DS,5-8,,,645,Sonoma State University,828.0,California Collegiate Athletic Association,www.sonoma.edu/,www.sonomaseawolves.com,CA,D-II,2024-25,Sonoma St.,CCAA,2
Jules Tan,Sr.,S,5-5,,,645,Sonoma State University,828.0,California Collegiate Athletic Association,www.sonoma.edu/,www.sonomaseawolves.com,CA,D-II,2024-25,Sonoma St.,CCAA,15
Theo Hayse,Fr.,MB,6-6,,,645,Sonoma State University,828.0,California Collegiate Athletic Association,www.sonoma.edu/,www.sonomaseawolves.com,CA,D-II,2024-25,Sonoma St.,CCAA,8
Sophia Heller,Fr.,OH,-,,,645,Sonoma State University,828.0,California Collegiate Athletic Association,www.sonoma.edu/,www.sonomaseawolves.com,CA,D-II,2024-25,Sonoma St.,CCAA,96
Amy Herman,Fr.,OH,6-1,,,645,Sonoma State University,828.0,California Collegiate Athletic Association,www.sonoma.edu/,www.sonomaseawolves.com,CA,D-II,2024-25,Sonoma St.,CCAA,3
Brooklyn Jackson,Sr.,OH,5-7,,,645,Sonoma State University,828.0,California Collegiate Athletic Association,www.sonoma.edu/,www.sonomaseawolves.com,CA,D-II,2024-25,Sonoma St.,CCAA,22
Jillian Hitt,Fr.,DS,5-3,,,645,Sonoma State University,828.0,California Collegiate Athletic Association,www.sonoma.edu/,www.sonomaseawolves.com,CA,D-II,2024-25,Sonoma St.,CCAA,99
Amber Walker,Fr.,OPP,-,,,645,Sonoma State University,828.0,California Collegiate Athletic Association,www.sonoma.edu/,www.sonomaseawolves.com,CA,D-II,2024-25,Sonoma St.,CCAA,98
Hailey Newell,Fr.,S,-,,,645,Sonoma State University,828.0,California Collegiate Athletic Association,www.sonoma.edu/,www.sonomaseawolves.com,CA,D-II,2024-25,Sonoma St.,CCAA,97
Anna Sanzaro,Fr.,MB,6-1,,,645,Sonoma State University,828.0,California Collegiate Athletic Association,www.sonoma.edu/,www.sonomaseawolves.com,CA,D-II,2024-25,Sonoma St.,CCAA,95
Emily Hernandez,Sr.,MB,5-11,,,645,Sonoma State University,828.0,California Collegiate Athletic Association,www.sonoma.edu/,www.sonomaseawolves.com,CA,D-II,2024-25,Sonoma St.,CCAA,4
Meadow Cooper,Sr.,L/DS,5-7,,,645,Sonoma State University,828.0,California Collegiate Athletic Association,www.sonoma.edu/,www.sonomaseawolves.com,CA,D-II,2024-25,Sonoma St.,CCAA,9
Peyton McBride,Jr.,OH,5-9,,,645,Sonoma State University,828.0,California Collegiate Athletic Association,www.sonoma.edu/,www.sonomaseawolves.com,CA,D-II,2024-25,Sonoma St.,CCAA,12
Kya Payne,Fr.,L,5-2,,,645,Sonoma State University,828.0,California Collegiate Athletic Association,www.sonoma.edu/,www.sonomaseawolves.com,CA,D-II,2024-25,Sonoma St.,CCAA,11
Brynna Slayton,Sr.,S,5-9,,,645,Sonoma State University,828.0,California Collegiate Athletic Association,www.sonoma.edu/,www.sonomaseawolves.com,CA,D-II,2024-25,Sonoma St.,CCAA,10
Netzach Hernandez,Fr.,DS,5-6,,,645,Sonoma State University,828.0,California Collegiate Athletic Association,www.sonoma.edu/,www.sonomaseawolves.com,CA,D-II,2024-25,Sonoma St.,CCAA,7
Sadie Mckay,Sr.,OH,5-9,,,11276,University of South Carolina Aiken,12923.0,Peach Belt Conference,www.usca.edu,www.pacersports.com,SC,D-II,2024-25,USC Aiken,Peach Belt,9
Emily Lammers,Sr.,OH,5-9,,,11276,University of South Carolina Aiken,12923.0,Peach Belt Conference,www.usca.edu,www.pacersports.com,SC,D-II,2024-25,USC Aiken,Peach Belt,23
Gyongyver Araczki,Sr.,MB,5-10,,,11276,University of South Carolina Aiken,12923.0,Peach Belt Conference,www.usca.edu,www.pacersports.com,SC,D-II,2024-25,USC Aiken,Peach Belt,7
Izabella Delima,Sr.,L/DS,5-1,,,11276,University of South Carolina Aiken,12923.0,Peach Belt Conference,www.usca.edu,www.pacersports.com,SC,D-II,2024-25,USC Aiken,Peach Belt,88
Anna Sommer,Jr.,MB,6-1,,,11276,University of South Carolina Aiken,12923.0,Peach Belt Conference,www.usca.edu,www.pacersports.com,SC,D-II,2024-25,USC Aiken,Peach Belt,8
Alli Bishop,So.,RS,6-0,,,11276,University of South Carolina Aiken,12923.0,Peach Belt Conference,www.usca.edu,www.pacersports.com,SC,D-II,2024-25,USC Aiken,Peach Belt,22
Tucker Patterson,Jr.,RS,5-10,,,11276,University of South Carolina Aiken,12923.0,Peach Belt Conference,www.usca.edu,www.pacersports.com,SC,D-II,2024-25,USC Aiken,Peach Belt,15
Kaitlyn Rodriguez,Sr.,OH,5-10,,,11276,University of South Carolina Aiken,12923.0,Peach Belt Conference,www.usca.edu,www.pacersports.com,SC,D-II,2024-25,USC Aiken,Peach Belt,12
Madison Fox,Fr.,S,5-7,,,11276,University of South Carolina Aiken,12923.0,Peach Belt Conference,www.usca.edu,www.pacersports.com,SC,D-II,2024-25,USC Aiken,Peach Belt,6
Chloe Duzenack,Fr.,OH,5-11,,,11276,University of South Carolina Aiken,12923.0,Peach Belt Conference,www.usca.edu,www.pacersports.com,SC,D-II,2024-25,USC Aiken,Peach Belt,18
Tabor Scanlon,Fr.,S,5-6,,,11276,University of South Carolina Aiken,12923.0,Peach Belt Conference,www.usca.edu,www.pacersports.com,SC,D-II,2024-25,USC Aiken,Peach Belt,16
Avery Pearson,Fr.,MB,6-2,,,11276,University of South Carolina Aiken,12923.0,Peach Belt Conference,www.usca.edu,www.pacersports.com,SC,D-II,2024-25,USC Aiken,Peach Belt,13
Sidney Hogan,Jr.,S,5-7,,,11276,University of South Carolina Aiken,12923.0,Peach Belt Conference,www.usca.edu,www.pacersports.com,SC,D-II,2024-25,USC Aiken,Peach Belt,11
Ana Cate Loftus,Fr.,OH,5-10,,,11276,University of South Carolina Aiken,12923.0,Peach Belt Conference,www.usca.edu,www.pacersports.com,SC,D-II,2024-25,USC Aiken,Peach Belt,3
Lexi Rogers,So.,OH,5-9,,,11276,University of South Carolina Aiken,12923.0,Peach Belt Conference,www.usca.edu,www.pacersports.com,SC,D-II,2024-25,USC Aiken,Peach Belt,20
Jenna Curtis,Sr.,OH,5-9,,,30139,South Dakota School of Mines & Technology,13128.0,Rocky Mountain Athletic Conference,sdmines.sdsmt.edu/sdsmt,gorockers.com,SD,D-II,2024-25,South Dakota Mines,RMAC,4
Joy Aburto,So.,OH,5-10,,,30139,South Dakota School of Mines & Technology,13128.0,Rocky Mountain Athletic Conference,sdmines.sdsmt.edu/sdsmt,gorockers.com,SD,D-II,2024-25,South Dakota Mines,RMAC,20
Emma Grimm,Sr.,L/DS,5-9,,,30139,South Dakota School of Mines & Technology,13128.0,Rocky Mountain Athletic Conference,sdmines.sdsmt.edu/sdsmt,gorockers.com,SD,D-II,2024-25,South Dakota Mines,RMAC,19
Sara Hinson,Fr.,S,5-9,"Concord, NC",Jay M. Robinson,30139,South Dakota School of Mines & Technology,13128.0,Rocky Mountain Athletic Conference,sdmines.sdsmt.edu/sdsmt,gorockers.com,SD,D-II,2024-25,South Dakota Mines,RMAC,1
Heather Jiricek,Jr.,MH,6-0,,,30139,South Dakota School of Mines & Technology,13128.0,Rocky Mountain Athletic Conference,sdmines.sdsmt.edu/sdsmt,gorockers.com,SD,D-II,2024-25,South Dakota Mines,RMAC,10
Annelise Larson,So.,MB,5-11,,,30139,South Dakota School of Mines & Technology,13128.0,Rocky Mountain Athletic Conference,sdmines.sdsmt.edu/sdsmt,gorockers.com,SD,D-II,2024-25,South Dakota Mines,RMAC,11
Morgan Daugherty,Jr.,OPP,6-0,,,30139,South Dakota School of Mines & Technology,13128.0,Rocky Mountain Athletic Conference,sdmines.sdsmt.edu/sdsmt,gorockers.com,SD,D-II,2024-25,South Dakota Mines,RMAC,6
Ivy Vindivich,So.,OH,5-11,,,30139,South Dakota School of Mines & Technology,13128.0,Rocky Mountain Athletic Conference,sdmines.sdsmt.edu/sdsmt,gorockers.com,SD,D-II,2024-25,South Dakota Mines,RMAC,24
Paisley Gibson,Jr.,OH,5-10,,,30139,South Dakota School of Mines & Technology,13128.0,Rocky Mountain Athletic Conference,sdmines.sdsmt.edu/sdsmt,gorockers.com,SD,D-II,2024-25,South Dakota Mines,RMAC,9
Hannah Benes,Jr.,L/DS,5-7,,,30139,South Dakota School of Mines & Technology,13128.0,Rocky Mountain Athletic Conference,sdmines.sdsmt.edu/sdsmt,gorockers.com,SD,D-II,2024-25,South Dakota Mines,RMAC,13
Ava Sparks,Jr.,OH,5-10,,,30139,South Dakota School of Mines & Technology,13128.0,Rocky Mountain Athletic Conference,sdmines.sdsmt.edu/sdsmt,gorockers.com,SD,D-II,2024-25,South Dakota Mines,RMAC,18
Josey Wickersham,So.,L/DS,5-8,,,30139,South Dakota School of Mines & Technology,13128.0,Rocky Mountain Athletic Conference,sdmines.sdsmt.edu/sdsmt,gorockers.com,SD,D-II,2024-25,South Dakota Mines,RMAC,17
Alessandra Meoni,Sr.,OPP,5-11,,,30139,South Dakota School of Mines & Technology,13128.0,Rocky Mountain Athletic Conference,sdmines.sdsmt.edu/sdsmt,gorockers.com,SD,D-II,2024-25,South Dakota Mines,RMAC,5
Kiley Metzger,Sr.,S,5-10,,,30139,South Dakota School of Mines & Technology,13128.0,Rocky Mountain Athletic Conference,sdmines.sdsmt.edu/sdsmt,gorockers.com,SD,D-II,2024-25,South Dakota Mines,RMAC,12
Maria Bouman,Fr.,MB,5-11,"Spearfish, SD",Spearfish,30139,South Dakota School of Mines & Technology,13128.0,Rocky Mountain Athletic Conference,sdmines.sdsmt.edu/sdsmt,gorockers.com,SD,D-II,2024-25,South Dakota Mines,RMAC,23
Ellison Spencer,So.,S,5-5,,,30139,South Dakota School of Mines & Technology,13128.0,Rocky Mountain Athletic Conference,sdmines.sdsmt.edu/sdsmt,gorockers.com,SD,D-II,2024-25,South Dakota Mines,RMAC,7
Kiera Walsh,Jr.,MB,6-0,,,30139,South Dakota School of Mines & Technology,13128.0,Rocky Mountain Athletic Conference,sdmines.sdsmt.edu/sdsmt,gorockers.com,SD,D-II,2024-25,South Dakota Mines,RMAC,14
Rachel Mau,So.,L/DS,5-3,,,30139,South Dakota School of Mines & Technology,13128.0,Rocky Mountain Athletic Conference,sdmines.sdsmt.edu/sdsmt,gorockers.com,SD,D-II,2024-25,South Dakota Mines,RMAC,8
Faith Kruebbe,Jr.,RS,6-0,"Carthage, TX",Carthage HS,1371,Southeastern Oklahoma State University,30144.0,Great American Conference,www.se.edu,www.gosoutheastern.com,OK,D-II,2024-25,Southeastern Okla.,GAC,8
Alaina Armstrong,Jr.,OH,5-11,"Richardson, TX",,1371,Southeastern Oklahoma State University,30144.0,Great American Conference,www.se.edu,www.gosoutheastern.com,OK,D-II,2024-25,Southeastern Okla.,GAC,11
D'Nari Mills,Jr.,OH,5-7,"Cypress, TX",Cypress Woods HS,1371,Southeastern Oklahoma State University,30144.0,Great American Conference,www.se.edu,www.gosoutheastern.com,OK,D-II,2024-25,Southeastern Okla.,GAC,10
